Unnamed: 0,Unnamed: 0_x,age,ethnicity,full_path,gender,name,filename,Unnamed: 0_y,tag
2659,55374,33,black,69/nm0005569_rm89752832_1952-11-8_1986.jpg,female,alfre woodard,nm0005569_rm89752832_1952-11-8_1986_0.jpg,664,no-smile
2649,55332,48,black,69/nm0005569_rm2996214016_1952-11-8_2001.jpg,female,alfre woodard,nm0005569_rm2996214016_1952-11-8_2001_0.jpg,662,no-smile
2654,55361,59,black,69/nm0005569_rm4156008960_1952-11-8_2012.jpg,female,alfre woodard,nm0005569_rm4156008960_1952-11-8_2012_0.jpg,1487,smile
2641,55292,61,black,69/nm0005569_rm1305003264_1952-11-8_2014.jpg,female,alfre woodard,nm0005569_rm1305003264_1952-11-8_2014_0.jpg,1484,smile
2658,55373,53,black,69/nm0005569_rm84712192_1952-11-8_2006.jpg,female,alfre woodard,nm0005569_rm84712192_1952-11-8_2006_0.jpg,657,no-smile
2655,55365,55,black,69/nm0005569_rm51623936_1952-11-8_2008.jpg,female,alfre woodard,nm0005569_rm51623936_1952-11-8_2008_0.jpg,1482,smile
2645,55316,55,black,69/nm0005569_rm2196409088_1952-11-8_2008.jpg,female,alfre woodard,nm0005569_rm2196409088_1952-11-8_2008_0.jpg,658,no-smile
2656,55367,52,black,69/nm0005569_rm5550592_1952-11-8_2005.jpg,female,alfre woodard,nm0005569_rm5550592_1952-11-8_2005_0.jpg,1483,smile
958,18382,23,black,25/nm3232025_rm886538240_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm886538240_1986-2-15_2009_0.jpg,1061,smile
944,18267,23,black,25/nm3232025_rm171619328_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm171619328_1986-2-15_2009_0.jpg,240,no-smile
952,18330,25,black,25/nm3232025_rm3693985024_1986-2-15_2011.jpg,female,amber riley,nm3232025_rm3693985024_1986-2-15_2011_0.jpg,1067,smile
947,18307,23,black,25/nm3232025_rm3309538560_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm3309538560_1986-2-15_2009_0.jpg,238,no-smile
955,18362,23,black,25/nm3232025_rm479308032_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm479308032_1986-2-15_2009_0.jpg,1064,smile
943,18265,23,black,25/nm3232025_rm1566035456_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm1566035456_1986-2-15_2009_0.jpg,242,no-smile
953,18353,23,black,25/nm3232025_rm3959798784_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm3959798784_1986-2-15_2009_0.jpg,1069,smile
945,18281,23,black,25/nm3232025_rm2343413248_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm2343413248_1986-2-15_2009_0.jpg,1062,smile
949,18314,23,black,25/nm3232025_rm3403467264_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm3403467264_1986-2-15_2009_0.jpg,241,no-smile
942,18258,23,black,25/nm3232025_rm1348778752_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm1348778752_1986-2-15_2009_0.jpg,1060,smile
951,18328,23,black,25/nm3232025_rm3624579584_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm3624579584_1986-2-15_2009_0.jpg,243,no-smile
950,18317,23,black,25/nm3232025_rm3457593600_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm3457593600_1986-2-15_2009_0.jpg,237,no-smile
956,18375,23,black,25/nm3232025_rm835618816_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm835618816_1986-2-15_2009_0.jpg,244,no-smile
954,18354,23,black,25/nm3232025_rm4068116736_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm4068116736_1986-2-15_2009_0.jpg,239,no-smile
940,18254,23,black,25/nm3232025_rm1131262464_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm1131262464_1986-2-15_2009_0.jpg,236,no-smile
941,18255,24,black,25/nm3232025_rm1159106048_1986-2-15_2010.jpg,female,amber riley,nm3232025_rm1159106048_1986-2-15_2010_0.jpg,1066,smile
946,18297,19,black,25/nm3232025_rm2882002432_1986-2-15_2005.jpg,female,amber riley,nm3232025_rm2882002432_1986-2-15_2005_0.jpg,1068,smile
948,18308,23,black,25/nm3232025_rm3312750080_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm3312750080_1986-2-15_2009_0.jpg,235,no-smile
959,18390,24,black,35/24189535_1986-02-15_2010.jpg,female,amber riley,24189535_1986-02-15_2010_0.jpg,1065,smile
957,18376,23,black,25/nm3232025_rm836206592_1986-2-15_2009.jpg,female,amber riley,nm3232025_rm836206592_1986-2-15_2009_0.jpg,1063,smile
2864,59306,37,white,32/nm0688132_rm1384494080_1971-9-16_2009.jpg,female,amy poehler,nm0688132_rm1384494080_1971-9-16_2009_0.jpg,722,no-smile
2870,59464,37,white,32/nm0688132_rm1856819968_1971-9-16_2009.jpg,female,amy poehler,nm0688132_rm1856819968_1971-9-16_2009_0.jpg,720,no-smile
2876,59688,37,white,32/nm0688132_rm2707619584_1971-9-16_2009.jpg,female,amy poehler,nm0688132_rm2707619584_1971-9-16_2009_0.jpg,721,no-smile
2892,60132,37,white,32/nm0688132_rm589925120_1971-9-16_2009.jpg,female,amy poehler,nm0688132_rm589925120_1971-9-16_2009_0.jpg,1548,smile
2898,60232,40,white,70/921570_1971-09-16_2012.jpg,female,amy poehler,921570_1971-09-16_2012_0.jpg,1547,smile
2896,60194,37,white,32/nm0688132_rm85112832_1971-9-16_2009.jpg,female,amy poehler,nm0688132_rm85112832_1971-9-16_2009_0.jpg,1543,smile
2882,59854,36,white,32/nm0688132_rm332247040_1971-9-16_2008.jpg,female,amy poehler,nm0688132_rm332247040_1971-9-16_2008_0.jpg,1545,smile
2894,60162,3,white,32/nm0688132_rm714707968_1971-9-16_1975.jpg,female,amy poehler,nm0688132_rm714707968_1971-9-16_1975_0.jpg,715,no-smile
2880,59770,37,white,32/nm0688132_rm2913591040_1971-9-16_2009.jpg,female,amy poehler,nm0688132_rm2913591040_1971-9-16_2009_0.jpg,717,no-smile
2888,60078,41,white,32/nm0688132_rm478863104_1971-9-16_2013.jpg,female,amy poehler,nm0688132_rm478863104_1971-9-16_2013_0.jpg,1542,smile
2860,59168,40,white,32/nm0688132_rm1094299648_1971-9-16_2012.jpg,female,amy poehler,nm0688132_rm1094299648_1971-9-16_2012_0.jpg,1546,smile
2862,59256,43,white,32/nm0688132_rm129168384_1971-9-16_2015.jpg,female,amy poehler,nm0688132_rm129168384_1971-9-16_2015_0.jpg,1549,smile
2866,59424,36,white,32/nm0688132_rm1741533184_1971-9-16_2008.jpg,female,amy poehler,nm0688132_rm1741533184_1971-9-16_2008_0.jpg,716,no-smile
2890,60092,37,white,32/nm0688132_rm507808512_1971-9-16_2009.jpg,female,amy poehler,nm0688132_rm507808512_1971-9-16_2009_0.jpg,1541,smile
2878,59710,37,white,32/nm0688132_rm2766840320_1971-9-16_2009.jpg,female,amy poehler,nm0688132_rm2766840320_1971-9-16_2009_0.jpg,724,no-smile
2874,59680,37,white,32/nm0688132_rm2660485376_1971-9-16_2009.jpg,female,amy poehler,nm0688132_rm2660485376_1971-9-16_2009_0.jpg,719,no-smile
2886,60074,43,white,32/nm0688132_rm473366272_1971-9-16_2015.jpg,female,amy poehler,nm0688132_rm473366272_1971-9-16_2015_0.jpg,1540,smile
2868,59450,37,white,32/nm0688132_rm1806488320_1971-9-16_2009.jpg,female,amy poehler,nm0688132_rm1806488320_1971-9-16_2009_0.jpg,723,no-smile
2884,59966,40,white,32/nm0688132_rm389328384_1971-9-16_2012.jpg,female,amy poehler,nm0688132_rm389328384_1971-9-16_2012_0.jpg,1544,smile
2872,59476,40,white,32/nm0688132_rm188001792_1971-9-16_2012.jpg,female,amy poehler,nm0688132_rm188001792_1971-9-16_2012_0.jpg,718,no-smile
260,4029,54,black,91/nm0000291_rm3139686912_1958-8-16_2013.jpg,female,angela bassett,nm0000291_rm3139686912_1958-8-16_2013_0.jpg,883,smile
246,3963,52,black,91/nm0000291_rm1942013184_1958-8-16_2011.jpg,female,angela bassett,nm0000291_rm1942013184_1958-8-16_2011_0.jpg,60,no-smile
242,3943,45,black,91/nm0000291_rm1424529408_1958-8-16_2004.jpg,female,angela bassett,nm0000291_rm1424529408_1958-8-16_2004_0.jpg,884,smile
268,4085,42,black,91/nm0000291_rm3719935488_1958-8-16_2001.jpg,female,angela bassett,nm0000291_rm3719935488_1958-8-16_2001_0.jpg,62,no-smile
274,4117,50,black,91/nm0000291_rm4101999104_1958-8-16_2009.jpg,female,angela bassett,nm0000291_rm4101999104_1958-8-16_2009_0.jpg,878,smile
256,4011,49,black,91/nm0000291_rm2910623232_1958-8-16_2008.jpg,female,angela bassett,nm0000291_rm2910623232_1958-8-16_2008_0.jpg,879,smile
252,3993,52,black,91/nm0000291_rm2784623616_1958-8-16_2011.jpg,female,angela bassett,nm0000291_rm2784623616_1958-8-16_2011_0.jpg,881,smile
254,4003,46,black,91/nm0000291_rm2862652160_1958-8-16_2005.jpg,female,angela bassett,nm0000291_rm2862652160_1958-8-16_2005_0.jpg,882,smile
270,4095,47,black,91/nm0000291_rm3873544192_1958-8-16_2006.jpg,female,angela bassett,nm0000291_rm3873544192_1958-8-16_2006_0.jpg,875,smile
278,4147,52,black,91/nm0000291_rm557709312_1958-8-16_2011.jpg,female,angela bassett,nm0000291_rm557709312_1958-8-16_2011_0.jpg,69,no-smile
250,3991,39,black,91/nm0000291_rm269129728_1958-8-16_1998.jpg,female,angela bassett,nm0000291_rm269129728_1958-8-16_1998_0.jpg,66,no-smile
276,4143,36,black,91/nm0000291_rm489868288_1958-8-16_1995.jpg,female,angela bassett,nm0000291_rm489868288_1958-8-16_1995_0.jpg,61,no-smile
240,3933,54,black,91/nm0000291_rm1327603712_1958-8-16_2013.jpg,female,angela bassett,nm0000291_rm1327603712_1958-8-16_2013_0.jpg,876,smile
248,3983,36,black,91/nm0000291_rm255561216_1958-8-16_1995.jpg,female,angela bassett,nm0000291_rm255561216_1958-8-16_1995_0.jpg,63,no-smile
244,3959,42,black,91/nm0000291_rm1886767104_1958-8-16_2001.jpg,female,angela bassett,nm0000291_rm1886767104_1958-8-16_2001_0.jpg,65,no-smile
264,4067,54,black,91/nm0000291_rm3439567616_1958-8-16_2013.jpg,female,angela bassett,nm0000291_rm3439567616_1958-8-16_2013_0.jpg,67,no-smile
262,4045,52,black,91/nm0000291_rm334675456_1958-8-16_2011.jpg,female,angela bassett,nm0000291_rm334675456_1958-8-16_2011_0.jpg,68,no-smile
272,4113,38,black,91/nm0000291_rm4031355392_1958-8-16_1997.jpg,female,angela bassett,nm0000291_rm4031355392_1958-8-16_1997_0.jpg,64,no-smile
266,4079,56,black,91/nm0000291_rm3580952320_1958-8-16_2015.jpg,female,angela bassett,nm0000291_rm3580952320_1958-8-16_2015_0.jpg,880,smile
258,4019,49,black,91/nm0000291_rm3044840960_1958-8-16_2008.jpg,female,angela bassett,nm0000291_rm3044840960_1958-8-16_2008_0.jpg,877,smile
1092,21331,29,white,01/nm0001401_rm51416832_1975-6-4_2004.jpg,female,angelina jolie,nm0001401_rm51416832_1975-6-4_2004_0.jpg,275,no-smile
1080,20711,29,white,01/nm0001401_rm286297856_1975-6-4_2004.jpg,female,angelina jolie,nm0001401_rm286297856_1975-6-4_2004_0.jpg,283,no-smile
1078,20419,32,white,01/nm0001401_rm216374016_1975-6-4_2007.jpg,female,angelina jolie,nm0001401_rm216374016_1975-6-4_2007_0.jpg,1106,smile
1096,21359,36,white,01/nm0001401_rm710914816_1975-6-4_2011.jpg,female,angelina jolie,nm0001401_rm710914816_1975-6-4_2011_0.jpg,1102,smile
1070,20103,30,white,01/nm0001401_rm150309888_1975-6-4_2005.jpg,female,angelina jolie,nm0001401_rm150309888_1975-6-4_2005_0.jpg,278,no-smile
1068,20099,33,white,01/nm0001401_rm148150016_1975-6-4_2008.jpg,female,angelina jolie,nm0001401_rm148150016_1975-6-4_2008_0.jpg,1103,smile
1062,20033,28,white,01/nm0001401_rm1337301248_1975-6-4_2003.jpg,female,angelina jolie,nm0001401_rm1337301248_1975-6-4_2003_0.jpg,279,no-smile
1088,21293,35,white,01/nm0001401_rm448168960_1975-6-4_2010.jpg,female,angelina jolie,nm0001401_rm448168960_1975-6-4_2010_0.jpg,281,no-smile
1074,20337,32,white,01/nm0001401_rm199596800_1975-6-4_2007.jpg,female,angelina jolie,nm0001401_rm199596800_1975-6-4_2007_0.jpg,1107,smile
1082,20819,30,white,01/nm0001401_rm306354432_1975-6-4_2005.jpg,female,angelina jolie,nm0001401_rm306354432_1975-6-4_2005_0.jpg,280,no-smile
1098,21429,36,white,01/nm0001401_rm912241408_1975-6-4_2011.jpg,female,angelina jolie,nm0001401_rm912241408_1975-6-4_2011_0.jpg,1100,smile
1064,20047,36,white,01/nm0001401_rm1355591680_1975-6-4_2011.jpg,female,angelina jolie,nm0001401_rm1355591680_1975-6-4_2011_0.jpg,284,no-smile
1066,20077,35,white,01/nm0001401_rm140608256_1975-6-4_2010.jpg,female,angelina jolie,nm0001401_rm140608256_1975-6-4_2010_0.jpg,1109,smile
1060,19985,36,white,01/nm0001401_rm1197586688_1975-6-4_2011.jpg,female,angelina jolie,nm0001401_rm1197586688_1975-6-4_2011_0.jpg,282,no-smile
1072,20109,39,white,01/nm0001401_rm1529335296_1975-6-4_2014.jpg,female,angelina jolie,nm0001401_rm1529335296_1975-6-4_2014_0.jpg,276,no-smile
1086,21091,35,white,01/nm0001401_rm375489280_1975-6-4_2010.jpg,female,angelina jolie,nm0001401_rm375489280_1975-6-4_2010_0.jpg,1108,smile
1094,21347,39,white,01/nm0001401_rm5830656_1975-6-4_2014.jpg,female,angelina jolie,nm0001401_rm5830656_1975-6-4_2014_0.jpg,1105,smile
1084,20829,35,white,01/nm0001401_rm308380416_1975-6-4_2010.jpg,female,angelina jolie,nm0001401_rm308380416_1975-6-4_2010_0.jpg,1101,smile
1076,20395,39,white,01/nm0001401_rm213186816_1975-6-4_2014.jpg,female,angelina jolie,nm0001401_rm213186816_1975-6-4_2014_0.jpg,1104,smile
1090,21313,35,white,01/nm0001401_rm481723392_1975-6-4_2010.jpg,female,angelina jolie,nm0001401_rm481723392_1975-6-4_2010_0.jpg,277,no-smile
824,16051,25,white,66/nm0004266_rm1316656128_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm1316656128_1982-11-12_2008_0.jpg,1035,smile
836,16475,27,white,66/nm0004266_rm345149184_1982-11-12_2010.jpg,female,anne hathaway,nm0004266_rm345149184_1982-11-12_2010_0.jpg,1038,smile
850,16775,25,white,66/nm0004266_rm737970176_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm737970176_1982-11-12_2008_0.jpg,207,no-smile
854,16805,25,white,66/nm0004266_rm950179328_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm950179328_1982-11-12_2008_0.jpg,1039,smile
840,16647,31,white,66/nm0004266_rm394853120_1982-11-12_2014.jpg,female,anne hathaway,nm0004266_rm394853120_1982-11-12_2014_0.jpg,1031,smile
848,16763,29,white,66/nm0004266_rm694529024_1982-11-12_2012.jpg,female,anne hathaway,nm0004266_rm694529024_1982-11-12_2012_0.jpg,214,no-smile
832,16439,31,white,66/nm0004266_rm327744256_1982-11-12_2014.jpg,female,anne hathaway,nm0004266_rm327744256_1982-11-12_2014_0.jpg,1030,smile
842,16721,18,white,66/nm0004266_rm466196736_1982-11-12_2001.jpg,female,anne hathaway,nm0004266_rm466196736_1982-11-12_2001_0.jpg,205,no-smile
828,16143,25,white,66/nm0004266_rm178361856_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm178361856_1982-11-12_2008_0.jpg,1037,smile
826,16077,15,white,66/nm0004266_rm13933312_1982-11-12_1998.jpg,female,anne hathaway,nm0004266_rm13933312_1982-11-12_1998_0.jpg,1032,smile
844,16731,24,white,66/nm0004266_rm494049792_1982-11-12_2007.jpg,female,anne hathaway,nm0004266_rm494049792_1982-11-12_2007_0.jpg,1034,smile
822,15957,25,white,66/nm0004266_rm1077654272_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm1077654272_1982-11-12_2008_0.jpg,211,no-smile
858,16819,22,white,66/nm0004266_rm980785408_1982-11-12_2005.jpg,female,anne hathaway,nm0004266_rm980785408_1982-11-12_2005_0.jpg,208,no-smile
820,15955,22,white,66/nm0004266_rm1064671488_1982-11-12_2005.jpg,female,anne hathaway,nm0004266_rm1064671488_1982-11-12_2005_0.jpg,213,no-smile
856,16807,22,white,66/nm0004266_rm958503680_1982-11-12_2005.jpg,female,anne hathaway,nm0004266_rm958503680_1982-11-12_2005_0.jpg,1033,smile
830,16147,25,white,66/nm0004266_rm181573120_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm181573120_1982-11-12_2008_0.jpg,210,no-smile
852,16781,25,white,66/nm0004266_rm771524608_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm771524608_1982-11-12_2008_0.jpg,206,no-smile
834,16453,31,white,66/nm0004266_rm336067328_1982-11-12_2014.jpg,female,anne hathaway,nm0004266_rm336067328_1982-11-12_2014_0.jpg,212,no-smile
838,16629,27,white,66/nm0004266_rm391614208_1982-11-12_2010.jpg,female,anne hathaway,nm0004266_rm391614208_1982-11-12_2010_0.jpg,1036,smile
846,16733,25,white,66/nm0004266_rm497391360_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm497391360_1982-11-12_2008_0.jpg,209,no-smile
1192,23657,33,black,01/nm1107001_rm196127232_1978-9-23_2012.jpg,male,anthony mackie,nm1107001_rm196127232_1978-9-23_2012_0.jpg,1131,smile
1206,23793,31,black,01/nm1107001_rm3689123072_1978-9-23_2010.jpg,male,anthony mackie,nm1107001_rm3689123072_1978-9-23_2010_0.jpg,1133,smile
1194,23675,33,black,01/nm1107001_rm212904448_1978-9-23_2012.jpg,male,anthony mackie,nm1107001_rm212904448_1978-9-23_2012_0.jpg,1132,smile
1182,23573,26,black,01/nm1107001_rm1213438464_1978-9-23_2005.jpg,male,anthony mackie,nm1107001_rm1213438464_1978-9-23_2005_0.jpg,1134,smile
1180,23555,34,black,01/nm1107001_rm1025354752_1978-9-23_2013.jpg,male,anthony mackie,nm1107001_rm1025354752_1978-9-23_2013_0.jpg,307,no-smile
1210,23833,30,black,01/nm1107001_rm4085221888_1978-9-23_2009.jpg,male,anthony mackie,nm1107001_rm4085221888_1978-9-23_2009_0.jpg,1136,smile
1186,23579,34,black,01/nm1107001_rm1243009536_1978-9-23_2013.jpg,male,anthony mackie,nm1107001_rm1243009536_1978-9-23_2013_0.jpg,306,no-smile
1200,23747,33,black,01/nm1107001_rm330344960_1978-9-23_2012.jpg,male,anthony mackie,nm1107001_rm330344960_1978-9-23_2012_0.jpg,311,no-smile
1216,23895,35,black,01/nm1107001_rm951634688_1978-9-23_2014.jpg,male,anthony mackie,nm1107001_rm951634688_1978-9-23_2014_0.jpg,308,no-smile
1196,23699,33,black,01/nm1107001_rm252884224_1978-9-23_2012.jpg,male,anthony mackie,nm1107001_rm252884224_1978-9-23_2012_0.jpg,310,no-smile
1214,23893,34,black,01/nm1107001_rm924691456_1978-9-23_2013.jpg,male,anthony mackie,nm1107001_rm924691456_1978-9-23_2013_0.jpg,314,no-smile
1208,23803,26,black,01/nm1107001_rm3856112384_1978-9-23_2005.jpg,male,anthony mackie,nm1107001_rm3856112384_1978-9-23_2005_0.jpg,1137,smile
1218,23899,31,black,83/4451883_1978-09-23_2010.jpg,male,anthony mackie,4451883_1978-09-23_2010_0.jpg,312,no-smile
1188,23585,26,black,01/nm1107001_rm1264818688_1978-9-23_2005.jpg,male,anthony mackie,nm1107001_rm1264818688_1978-9-23_2005_0.jpg,1130,smile
1212,23849,23,black,01/nm1107001_rm437623552_1978-9-23_2002.jpg,male,anthony mackie,nm1107001_rm437623552_1978-9-23_2002_0.jpg,1139,smile
1204,23783,35,black,01/nm1107001_rm3555511040_1978-9-23_2014.jpg,male,anthony mackie,nm1107001_rm3555511040_1978-9-23_2014_0.jpg,1135,smile
1184,23577,31,black,01/nm1107001_rm1229227776_1978-9-23_2010.jpg,male,anthony mackie,nm1107001_rm1229227776_1978-9-23_2010_0.jpg,1138,smile
1202,23765,27,black,01/nm1107001_rm3440482816_1978-9-23_2006.jpg,male,anthony mackie,nm1107001_rm3440482816_1978-9-23_2006_0.jpg,305,no-smile
1190,23603,25,black,01/nm1107001_rm1390974976_1978-9-23_2004.jpg,male,anthony mackie,nm1107001_rm1390974976_1978-9-23_2004_0.jpg,313,no-smile
1198,23723,25,black,01/nm1107001_rm3186920448_1978-9-23_2004.jpg,male,anthony mackie,nm1107001_rm3186920448_1978-9-23_2004_0.jpg,309,no-smile
1730,34403,19,white,16/nm0515116_rm639272960_1987-8-25_2007.jpg,female,blake lively,nm0515116_rm639272960_1987-8-25_2007_0.jpg,1259,smile
1716,33879,24,white,16/nm0515116_rm242526720_1987-8-25_2012.jpg,female,blake lively,nm0515116_rm242526720_1987-8-25_2012_0.jpg,430,no-smile
1732,34423,20,white,16/nm0515116_rm69179136_1987-8-25_2008.jpg,female,blake lively,nm0515116_rm69179136_1987-8-25_2008_0.jpg,1253,smile
1706,33563,24,white,16/nm0515116_rm13740544_1987-8-25_2012.jpg,female,blake lively,nm0515116_rm13740544_1987-8-25_2012_0.jpg,425,no-smile
1710,33623,19,white,16/nm0515116_rm1564850176_1987-8-25_2007.jpg,female,blake lively,nm0515116_rm1564850176_1987-8-25_2007_0.jpg,427,no-smile
1726,34383,20,white,16/nm0515116_rm52401920_1987-8-25_2008.jpg,female,blake lively,nm0515116_rm52401920_1987-8-25_2008_0.jpg,1250,smile
1700,33437,20,white,16/nm0515116_rm1025480448_1987-8-25_2008.jpg,female,blake lively,nm0515116_rm1025480448_1987-8-25_2008_0.jpg,1255,smile
1712,33625,19,white,16/nm0515116_rm157528832_1987-8-25_2007.jpg,female,blake lively,nm0515116_rm157528832_1987-8-25_2007_0.jpg,434,no-smile
1714,33695,21,white,16/nm0515116_rm189499904_1987-8-25_2009.jpg,female,blake lively,nm0515116_rm189499904_1987-8-25_2009_0.jpg,1256,smile
1718,33885,24,white,16/nm0515116_rm24422912_1987-8-25_2012.jpg,female,blake lively,nm0515116_rm24422912_1987-8-25_2012_0.jpg,1251,smile
1738,34521,23,white,61/2265561_1987-08-25_2011.jpg,female,blake lively,2265561_1987-08-25_2011_0.jpg,1257,smile
1734,34441,24,white,16/nm0515116_rm794536448_1987-8-25_2012.jpg,female,blake lively,nm0515116_rm794536448_1987-8-25_2012_0.jpg,429,no-smile
1708,33599,19,white,16/nm0515116_rm1457109760_1987-8-25_2007.jpg,female,blake lively,nm0515116_rm1457109760_1987-8-25_2007_0.jpg,433,no-smile
1722,34015,19,white,16/nm0515116_rm320058112_1987-8-25_2007.jpg,female,blake lively,nm0515116_rm320058112_1987-8-25_2007_0.jpg,431,no-smile
1720,33993,19,white,16/nm0515116_rm303280896_1987-8-25_2007.jpg,female,blake lively,nm0515116_rm303280896_1987-8-25_2007_0.jpg,432,no-smile
1736,34463,20,white,16/nm0515116_rm85956352_1987-8-25_2008.jpg,female,blake lively,nm0515116_rm85956352_1987-8-25_2008_0.jpg,1258,smile
1728,34393,24,white,16/nm0515116_rm576432640_1987-8-25_2012.jpg,female,blake lively,nm0515116_rm576432640_1987-8-25_2012_0.jpg,426,no-smile
1704,33499,21,white,16/nm0515116_rm1196132864_1987-8-25_2009.jpg,female,blake lively,nm0515116_rm1196132864_1987-8-25_2009_0.jpg,1254,smile
1724,34371,19,white,16/nm0515116_rm487830272_1987-8-25_2007.jpg,female,blake lively,nm0515116_rm487830272_1987-8-25_2007_0.jpg,428,no-smile
1702,33497,20,white,16/nm0515116_rm119510784_1987-8-25_2008.jpg,female,blake lively,nm0515116_rm119510784_1987-8-25_2008_0.jpg,1252,smile
146,2883,30,white,93/nm0000093_rm626689280_1963-12-18_1994.jpg,male,brad pitt,nm0000093_rm626689280_1963-12-18_1994_0.jpg,847,smile
138,2171,43,white,93/nm0000093_rm27564800_1963-12-18_2007.jpg,male,brad pitt,nm0000093_rm27564800_1963-12-18_2007_0.jpg,33,no-smile
152,2933,41,white,93/nm0000093_rm75601920_1963-12-18_2005.jpg,male,brad pitt,nm0000093_rm75601920_1963-12-18_2005_0.jpg,31,no-smile
124,1559,44,white,93/nm0000093_rm114143232_1963-12-18_2008.jpg,male,brad pitt,nm0000093_rm114143232_1963-12-18_2008_0.jpg,32,no-smile
156,3041,35,white,93/nm0000093_rm952473600_1963-12-18_1999.jpg,male,brad pitt,nm0000093_rm952473600_1963-12-18_1999_0.jpg,30,no-smile
150,2927,47,white,93/nm0000093_rm744469248_1963-12-18_2011.jpg,male,brad pitt,nm0000093_rm744469248_1963-12-18_2011_0.jpg,851,smile
136,1917,44,white,93/nm0000093_rm2242415104_1963-12-18_2008.jpg,male,brad pitt,nm0000093_rm2242415104_1963-12-18_2008_0.jpg,850,smile
130,1675,43,white,93/nm0000093_rm149265152_1963-12-18_2007.jpg,male,brad pitt,nm0000093_rm149265152_1963-12-18_2007_0.jpg,38,no-smile
122,1541,49,white,93/nm0000093_rm1124049920_1963-12-18_2013.jpg,male,brad pitt,nm0000093_rm1124049920_1963-12-18_2013_0.jpg,848,smile
128,1597,41,white,93/nm0000093_rm125933568_1963-12-18_2005.jpg,male,brad pitt,nm0000093_rm125933568_1963-12-18_2005_0.jpg,37,no-smile
142,2729,49,white,93/nm0000093_rm392537856_1963-12-18_2013.jpg,male,brad pitt,nm0000093_rm392537856_1963-12-18_2013_0.jpg,36,no-smile
132,1797,45,white,93/nm0000093_rm1842579456_1963-12-18_2009.jpg,male,brad pitt,nm0000093_rm1842579456_1963-12-18_2009_0.jpg,845,smile
