TEMPLATE_ID,SUBJECT_ID,AGE,SKIN_COLOUR,GENDER,HEAD_POSE,SOURCE,GLASSES,BOUNDING_BOX_SIZE,NAME
121387,28363,1,0,0,1,0,0,1,67
45649,12446,1,1,0,0,1,0,1,68
130682,28650,1,1,1,1,0,0,1,69
106981,27909,1,0,0,1,1,1,1,70
57501,13068,1,1,0,1,1,1,0,71
32348,2460,2,0,0,1,1,1,1,10
81068,27180,0,0,1,1,1,0,1,72
115313,28182,0,0,1,0,1,0,1,73
155345,31877,1,1,0,1,0,1,1,74
37498,2951,1,0,0,1,1,1,1,75
158481,13199,1,0,1,0,0,1,1,76
65242,13452,0,0,0,0,1,0,0,77
80471,27164,1,0,1,0,1,0,1,78
139232,28892,1,1,0,0,1,0,1,79
50101,12646,0,1,0,0,1,0,1,80
1950,51,2,1,0,1,1,1,1,81
30148,2282,2,0,0,1,1,1,1,82
1970,51,2,1,0,0,1,1,1,81
111410,28062,1,0,1,0,1,0,0,83
132548,28712,1,1,1,0,1,0,1,84
87255,27356,1,0,0,1,1,0,1,85
92819,27504,2,0,0,1,1,1,1,86
112202,28090,2,0,0,0,0,0,1,87
120186,28326,1,0,1,1,1,0,1,88
80289,27160,1,0,0,1,1,0,1,89
158761,32561,0,0,1,1,0,0,1,90
1175,24,1,0,0,0,1,1,1,91
86662,27341,1,0,1,0,0,0,0,92
52779,12772,1,0,0,0,1,1,1,93
75994,27045,1,0,1,1,1,0,1,94
100713,27740,1,0,0,1,1,0,1,95
143084,29405,0,0,1,0,0,0,1,96
26062,1820,1,0,0,1,1,0,1,97
120553,28340,1,0,0,1,1,0,0,98
131970,28693,1,0,0,1,0,0,1,99
112627,28100,1,0,0,0,1,0,0,100
115079,28178,1,0,0,1,1,1,1,101
38774,3379,1,0,1,1,1,0,1,58
32813,2465,0,0,1,0,1,0,1,102
4346,99,1,0,0,1,1,0,1,103
115438,28185,0,0,1,1,0,0,0,104
55028,12909,1,0,0,1,0,0,1,105
6839,259,1,0,0,0,0,0,1,106
5876,162,2,0,0,0,1,0,1,107
124587,28460,1,0,0,0,1,1,1,108
105758,27874,0,0,1,1,1,0,1,109
31857,2436,1,0,0,1,1,0,1,110
111928,28079,2,0,0,1,1,1,1,111
147444,30275,0,0,1,0,0,0,1,112
116843,28223,1,1,1,1,1,0,1,113
142439,29274,0,0,1,0,0,0,1,114
114424,28158,0,0,1,1,0,0,0,115
46295,12486,1,1,1,1,1,0,1,116
15790,743,1,0,0,1,1,1,1,117
77928,27091,1,0,1,1,1,0,1,118
106911,27907,0,0,1,1,1,1,1,119
8164,304,1,0,0,1,1,1,1,30
102687,27792,0,0,0,1,0,0,0,120
149847,30761,0,1,1,0,0,0,1,121
88214,27382,0,0,1,0,0,0,1,122
155487,31902,0,1,0,0,0,0,1,123
76685,27058,1,0,0,1,1,1,1,124
37739,3102,1,0,0,0,0,0,0,125
99389,27704,0,1,1,0,1,0,1,126
106498,27899,0,0,1,1,1,0,1,127
116214,28205,1,0,0,0,1,1,0,128
91308,27466,1,0,0,1,0,0,1,129
81126,27181,1,0,0,1,1,0,1,130
16315,768,2,0,0,1,1,1,1,131
81264,27186,1,0,0,1,1,0,0,132
51632,12730,1,0,0,1,1,0,1,133
73439,26972,1,0,0,0,1,1,1,134
93350,27518,1,0,1,1,1,0,1,135
152920,31394,1,0,1,0,0,0,1,136
8456,319,1,0,0,1,1,0,1,137
143961,29580,0,1,0,0,0,0,1,138
75076,27015,1,0,0,1,1,0,1,139
85588,27314,1,0,1,0,1,0,1,140
8582,323,1,0,0,1,1,1,1,141
47853,12578,1,1,0,1,1,0,1,142
26618,1825,1,0,0,1,1,0,1,43
4539,111,1,0,0,1,1,0,0,143
97001,27639,1,0,0,1,1,1,1,144
47129,12542,1,0,1,0,1,0,1,145
11968,468,1,0,0,1,1,1,1,146
125618,28496,1,0,0,0,1,1,1,147
145306,29851,0,0,1,0,0,0,1,148
67566,13627,0,0,1,1,1,0,1,149
35939,2571,1,0,1,1,1,0,1,150
116870,28223,1,1,1,0,1,0,1,113
67517,13622,1,0,1,1,1,0,0,151
8947,347,2,0,0,1,0,0,0,152
103363,27808,2,0,0,0,1,0,1,153
136010,28809,1,1,0,1,1,0,0,154
11894,466,1,1,0,0,0,0,1,155
133737,28745,1,0,1,0,1,0,1,156
92109,27484,1,0,0,1,1,0,1,157
130537,28646,1,0,0,1,1,0,1,158
84703,27278,1,0,0,0,1,1,1,159
39133,3528,1,0,0,1,0,1,0,160
51927,12744,0,0,1,1,1,0,1,161
62878,13347,1,0,0,1,1,1,0,162
48647,12618,1,0,1,1,1,0,1,163
168,4,1,0,1,0,1,0,1,164
142240,29236,1,0,0,1,0,0,1,165
7678,304,1,0,0,1,1,1,1,30
90615,27445,2,0,0,1,1,0,0,166
48110,12593,1,0,1,1,1,0,1,167
145984,29984,1,1,0,0,0,0,1,168
47777,12577,0,0,1,1,1,0,1,169
71820,14056,1,0,0,1,1,0,1,7
110041,28010,1,1,0,0,1,1,0,170
118692,28281,1,0,1,1,1,0,1,171
115423,28185,0,0,1,1,1,0,0,104
27928,1826,1,0,0,1,1,0,1,172
24684,1615,2,1,0,1,1,1,1,173
127456,28546,1,0,1,1,0,0,1,174
69420,13898,1,0,1,0,0,0,1,175
103542,27811,0,0,0,0,1,0,1,176
72110,14071,1,0,0,0,1,1,0,177
15906,743,1,0,0,1,1,1,1,117
63351,13374,0,0,1,1,1,0,1,178
84724,27279,1,0,1,1,1,0,1,179
8297,311,0,1,1,1,1,0,1,180
8295,311,0,1,1,1,1,0,1,180
96053,27600,1,1,0,1,1,1,1,181
49594,12632,0,0,1,1,0,0,1,182
5238,143,2,0,0,1,0,0,1,183
97728,27661,1,1,0,0,1,1,1,184
2687,68,1,0,0,1,1,0,1,47
90153,27432,1,0,0,0,1,0,0,185
87388,27359,0,0,1,0,1,0,1,186
57431,13061,1,0,1,1,1,0,1,187
27610,1825,1,0,0,1,1,0,1,43
60516,13242,1,0,0,1,1,0,1,188
138390,28865,1,0,0,1,1,0,1,189
136701,28827,0,0,1,1,1,0,1,190
107021,27909,1,0,0,1,0,1,0,70
46227,12483,0,0,1,0,1,0,1,191
105237,27859,1,0,1,0,1,0,1,192
11259,415,2,0,0,0,1,0,1,193
115286,28182,0,0,1,0,1,0,1,73
44846,12145,1,0,0,0,1,1,0,194
97421,27652,0,0,1,1,0,1,0,195
132717,28717,0,0,1,1,1,0,1,196
1491,31,2,1,0,0,1,0,1,197
111207,28051,1,1,0,0,0,0,0,198
26921,1825,1,0,0,1,1,0,1,43
34048,2477,1,0,0,1,1,0,1,199
50813,12699,1,0,1,0,1,0,1,200
4032,94,1,0,0,1,1,0,1,201
122036,28383,1,0,0,0,1,0,1,202
145617,29914,0,1,1,0,0,0,1,203
135671,28799,1,0,1,1,1,0,0,204
71517,14048,1,0,1,0,0,1,1,205
58152,13114,1,1,0,1,1,0,1,206
16386,776,1,0,0,0,0,0,1,207
103918,27822,1,0,0,1,1,0,1,208
62059,13320,1,0,1,1,1,0,1,209
140402,28924,1,0,1,1,0,0,0,210
52488,12765,0,0,1,0,1,0,0,211
16283,764,1,0,0,1,1,1,1,212
77059,27067,1,0,1,1,1,0,1,40
30963,2371,1,0,0,0,1,0,1,46
55235,12927,1,1,0,1,1,1,1,213
107429,27920,1,1,1,0,1,1,1,214
47067,12538,0,0,1,1,0,0,0,215
131297,28670,1,1,1,0,0,0,0,216
43530,11896,1,0,0,0,1,1,0,217
111136,28049,1,0,1,0,0,0,1,218
146697,30128,0,1,1,0,0,0,1,219
109024,27975,1,0,1,0,1,0,1,220
17378,887,2,0,0,1,1,1,1,221
93199,27514,1,0,0,1,1,1,1,222
130007,28632,0,0,0,1,1,0,1,223
72293,14085,0,0,0,1,1,0,1,224
128211,28569,1,1,1,1,1,0,1,225
58660,13146,0,0,1,0,1,0,1,226
137436,28843,1,0,1,1,1,0,1,227
14807,650,1,0,0,1,1,1,1,228
109341,27987,1,0,0,0,1,1,0,229
96456,27619,1,0,0,0,0,1,0,230
126213,28512,1,0,0,1,1,0,0,231
56770,13014,0,0,1,1,1,0,1,232
77926,27091,1,0,1,1,1,0,1,118
139209,28892,1,1,0,0,1,0,1,79
22360,1320,0,0,1,1,1,0,1,233
38925,3496,2,0,1,0,0,0,1,234
90044,27429,1,1,1,1,1,0,1,235
96781,27630,1,0,1,1,1,0,1,236
58322,13128,1,0,1,0,0,0,1,237
45376,12413,1,1,0,1,1,1,1,238
43358,11849,0,0,1,0,0,0,1,2
24727,1628,1,1,0,1,1,0,1,239
117873,28258,1,1,0,1,1,0,1,48
105572,27870,2,0,0,1,1,0,1,240
134035,28753,1,1,1,1,1,0,1,241
67596,13627,0,0,1,1,1,0,1,149
53495,12810,1,0,1,1,0,0,1,242
34932,2491,1,0,0,0,1,1,1,243
138604,28870,1,0,0,1,1,0,1,244
85954,27322,1,0,0,0,1,0,0,245
82636,27219,2,0,0,0,1,1,0,246
113784,28138,0,0,1,1,1,0,1,247
103411,27808,2,0,0,1,0,1,0,153
93222,27514,2,0,0,1,1,1,1,222
49549,12630,1,1,0,1,0,0,0,248
41174,9902,1,0,0,0,1,0,1,249
92720,27500,0,1,0,0,0,0,0,250
54044,12856,0,0,0,0,0,0,1,251
66031,13500,1,0,1,1,1,0,1,252
101347,27759,1,0,0,1,1,0,1,253
20501,1244,1,0,0,0,1,0,1,254
61118,13267,0,0,1,0,1,0,1,255
119163,28293,1,0,0,1,1,1,1,256
82528,27216,1,0,1,1,1,0,1,257
5159,142,1,0,0,1,1,1,1,258
40642,9825,1,1,1,1,1,0,0,259
124702,28465,1,1,0,1,1,0,1,35
150153,30826,0,1,0,0,0,0,1,260
20030,1244,1,0,0,0,1,0,1,254
6487,220,1,0,1,1,0,0,1,261
131209,28667,1,0,0,0,1,0,1,262
96076,27600,1,1,0,0,1,1,1,181
23062,1387,1,0,1,1,1,0,1,263
59960,13223,1,0,0,1,1,0,1,264
105336,27862,0,1,1,1,1,1,0,265
125607,28496,1,0,0,1,1,1,1,147
91063,27455,1,1,1,0,1,0,1,266
137989,28853,1,0,0,0,1,0,1,267
132047,28697,1,0,0,1,0,0,1,268
157999,32402,1,1,0,0,0,0,1,269
77183,27075,1,0,0,1,1,1,1,270
80715,27170,1,0,1,1,1,0,1,271
2550,68,1,0,0,0,1,0,1,47
44961,12233,0,0,1,0,0,0,1,272
151343,31069,0,0,1,1,0,0,1,273
94461,27550,1,0,0,1,1,1,1,274
138767,28880,1,0,0,1,1,0,0,275
81659,27196,1,0,1,1,1,0,0,276
37777,3116,1,0,1,0,1,0,1,277
153327,31475,1,1,0,0,0,0,1,278
136783,28829,1,1,0,1,1,1,0,279
157517,32304,1,0,1,0,0,0,1,280
62175,13328,1,1,1,1,1,0,1,281
143932,29574,0,1,1,0,0,1,1,282
96947,27637,0,0,1,0,1,0,0,283
31977,2436,1,0,0,1,1,0,1,110
109050,27976,0,0,1,0,1,0,1,284
63999,13411,0,1,1,0,1,0,1,285
49290,12626,1,0,1,0,1,0,1,286
121048,28353,1,1,1,1,1,0,1,287
46708,12498,1,1,0,0,1,0,1,288
25809,1768,1,1,0,0,1,0,1,289
1184,24,1,0,0,1,1,1,1,91
17228,841,1,1,0,1,1,1,1,290
50868,12701,0,0,1,0,1,0,1,291
31019,2371,1,0,0,1,1,0,1,46
26128,1825,1,0,0,1,1,0,1,43
32203,2460,2,0,0,0,1,1,1,10
120074,28323,1,0,0,1,1,0,1,292
84225,27264,1,0,0,1,1,0,1,293
140636,28933,1,0,1,1,0,0,0,294
41766,9994,1,1,1,1,0,0,1,295
49073,12623,1,0,0,1,1,0,1,296
49083,12623,1,0,0,1,1,0,1,296
79154,27128,1,0,0,0,1,0,1,297
74321,26996,0,1,1,1,1,0,1,298
83259,27236,1,1,0,0,1,0,1,299
48325,12602,0,1,1,1,1,0,1,300
101897,27774,2,0,0,0,1,1,1,301
140627,28933,1,0,1,1,1,0,1,294
71926,14062,1,0,1,1,1,0,1,302
99983,27721,2,0,0,0,1,0,1,303
67652,13632,1,0,0,0,1,0,1,304
24784,1646,1,0,1,0,1,0,1,305
27530,1825,1,0,0,1,1,0,1,43
137995,28853,1,0,0,0,1,0,1,267
66877,13571,0,0,1,1,1,0,0,306
48682,12618,1,0,1,1,1,0,1,163
20682,1244,1,0,0,0,1,0,1,254
73817,26986,0,0,1,1,1,0,1,307
24736,1628,1,1,0,1,1,0,1,239
72598,14104,0,0,0,1,1,0,1,308
96887,27635,2,0,0,1,1,0,0,309
124006,28435,1,0,0,1,1,1,1,310
65257,13454,0,1,1,1,0,0,0,311
59694,13203,1,0,0,0,1,1,0,312
101449,27762,1,0,0,1,1,0,1,313
85723,27316,1,0,1,1,1,0,1,314
14763,641,1,0,1,1,1,0,1,315
134332,28761,1,0,1,0,1,0,1,316
98399,27677,1,0,0,1,1,0,1,317
22318,1319,1,1,0,1,0,0,1,318
142912,29369,0,1,0,0,0,0,1,319
134016,28753,0,1,1,0,1,0,1,241
63392,13377,1,0,0,1,1,0,1,320
132210,28702,1,0,1,1,1,0,1,17
66665,13545,0,0,1,0,0,0,0,321
72134,14071,1,0,0,0,1,1,1,177
105733,27874,0,0,1,0,1,0,1,109
122301,28395,1,0,0,0,1,1,0,322
48678,12618,1,0,1,1,1,0,1,163
110140,28015,1,0,1,1,1,0,1,323
130771,28653,1,1,0,1,1,0,1,324
152551,27150,0,0,0,0,0,0,1,325
21088,1247,1,0,0,1,1,0,1,326
7955,304,1,0,0,1,1,1,1,30
150993,30991,0,0,0,0,0,0,1,327
117182,28234,0,0,0,0,1,0,1,328
88163,27381,1,0,0,1,1,1,0,329
74066,26990,2,0,0,1,1,1,1,330
34158,2477,1,0,0,1,1,0,1,199
81956,27202,1,0,0,0,1,0,1,331
31502,2405,1,0,0,1,1,0,0,332
68017,13654,0,0,0,0,1,0,1,333
10141,378,1,0,0,1,1,1,1,334
3852,87,1,0,0,1,1,0,1,335
48464,12605,0,0,1,1,1,0,1,336
78116,27097,0,0,1,1,1,0,1,337
149022,30593,1,1,1,1,0,1,1,338
85230,27296,1,0,0,0,1,1,1,339
136840,28830,1,0,1,0,1,0,1,340
80776,27174,1,0,0,0,1,0,0,341
77761,27087,1,0,1,1,1,0,1,342
57283,13049,0,0,1,1,0,0,1,343
77196,27075,1,0,0,1,1,1,1,270
1953,51,2,1,0,1,1,1,1,81
107205,27915,1,1,0,0,1,1,0,344
13921,581,1,0,0,0,1,1,0,345
134859,28778,1,0,0,1,1,1,1,346
81133,27181,1,0,0,1,1,0,1,130
53439,12807,1,1,1,1,1,0,1,347
45915,12463,1,1,1,1,1,0,1,348
146151,30015,0,0,1,1,0,0,1,349
87724,27371,1,0,0,1,1,0,1,350
144221,29633,1,0,1,1,0,0,1,351
104340,27835,1,0,0,1,1,1,1,352
69424,13898,1,0,1,1,0,0,0,175
11372,417,1,1,0,1,1,0,0,353
131560,28681,0,0,0,0,1,0,1,354
143540,29498,1,0,1,1,0,0,1,355
119443,28302,0,1,1,0,1,0,1,356
114229,28150,0,0,1,0,1,0,1,357
84227,27264,1,0,0,0,1,0,1,293
50291,12666,0,0,1,0,0,0,1,358
54262,12876,1,0,0,0,1,0,1,359
140562,28930,2,0,0,0,1,1,1,360
73364,26970,1,1,0,1,0,1,1,361
4018,91,1,1,0,0,1,1,1,362
114599,28163,1,0,0,1,1,1,0,363
20946,1244,1,0,0,1,1,0,1,254
155997,31998,1,1,0,1,0,0,1,364
55233,12927,1,1,0,1,0,1,0,213
4056,94,1,0,0,0,1,0,1,201
79883,27150,0,0,0,1,1,0,1,325
11665,454,1,1,0,1,0,1,0,365
74915,27012,1,0,0,1,1,0,1,366
89077,27405,1,0,0,0,1,0,1,367
32925,2465,0,0,1,0,1,0,1,102
92186,27486,1,0,0,1,1,1,1,368
61997,13319,0,0,0,0,1,0,0,369
86989,27349,1,0,1,1,1,0,1,370
39566,3566,1,0,0,1,1,0,1,371
24542,1573,1,0,0,0,1,1,1,372
126140,28510,0,1,0,1,1,0,1,373
44679,12106,1,1,1,1,1,0,1,374
38289,3310,1,0,1,0,0,0,0,375
48459,12605,0,0,1,0,0,0,1,336
122682,28405,1,0,0,1,1,1,1,376
44570,12074,1,1,0,1,1,0,1,377
84541,27275,1,0,1,1,1,0,1,378
36381,2683,2,0,0,0,1,1,0,379
88149,27381,1,0,0,0,1,1,1,329
73299,26969,2,1,0,1,1,1,1,380
36717,2819,1,0,0,1,1,0,1,381
126107,28509,1,0,0,1,1,0,1,382
14837,652,2,0,0,1,1,0,1,383
120060,28323,0,0,0,1,1,0,1,292
112641,28100,1,0,0,0,1,0,0,100
153713,31548,0,0,1,1,0,0,1,384
122236,28393,1,0,0,1,1,0,0,385
115580,28189,1,0,1,0,1,0,0,386
41802,9996,0,1,0,1,0,0,1,387
10136,378,1,0,0,1,1,1,1,334
109214,27982,1,0,1,0,1,1,1,388
131285,28670,1,1,1,0,1,0,1,216
15288,743,1,0,0,1,1,1,1,117
148342,30457,0,1,0,0,0,0,1,389
90761,27449,2,0,0,0,0,1,1,390
146078,30001,0,0,0,0,0,0,1,391
157631,32325,1,1,1,0,0,0,1,392
111167,28050,1,1,0,1,1,1,1,393
32134,2460,1,0,0,0,1,1,1,10
84252,27265,1,0,0,1,1,1,1,394
121279,28357,1,0,0,0,1,1,1,395
108392,27958,1,0,1,1,1,0,1,396
146091,30004,0,1,0,0,0,0,1,397
16373,772,1,0,0,0,1,1,1,398
145883,29964,0,0,1,0,0,0,1,399
74478,27004,0,1,1,0,1,0,1,400
8263,311,0,1,1,1,1,0,0,180
129260,28602,0,0,1,1,0,0,0,401
109689,27999,0,0,0,1,1,0,1,402
106000,27882,0,0,1,1,0,0,0,403
129314,28603,1,0,0,1,0,0,0,404
23329,1406,1,0,1,0,1,0,1,405
29623,2129,2,0,0,0,1,0,1,406
34495,2477,1,0,0,1,1,0,1,199
31748,2421,1,0,0,0,1,0,1,11
38773,3379,1,0,1,1,1,0,1,58
71773,14055,1,0,1,1,1,0,1,407
80744,27171,1,0,1,1,1,0,1,408
129587,28617,1,0,0,1,1,1,1,409
137827,28849,1,0,1,0,1,0,1,410
55371,12931,0,0,1,0,1,0,0,411
91313,27467,1,1,0,1,1,0,1,412
53298,12804,1,0,1,1,1,0,1,413
72579,14104,0,0,0,1,1,0,1,308
129636,28619,1,1,0,0,1,0,1,414
47242,12553,1,0,0,0,0,0,0,415
50375,12673,1,0,0,1,0,0,1,416
62327,13331,1,0,0,1,1,1,1,21
103921,27822,1,0,0,0,1,0,1,208
109913,28008,1,1,0,0,1,0,1,417
18854,1052,1,0,0,0,0,0,1,418
24504,1571,1,0,0,0,1,0,1,419
93818,27526,1,0,0,0,1,1,0,420
86082,27325,1,0,0,1,1,1,0,421
20128,1244,1,0,0,0,1,0,1,254
57712,13084,0,0,1,0,1,0,1,422
153530,31516,1,1,0,1,0,0,1,423
44013,12016,1,0,1,0,1,0,0,424
128169,28567,1,0,0,1,0,0,0,425
94679,27555,2,0,0,1,1,0,0,426
27012,1825,1,0,0,0,1,0,1,43
40629,9825,0,1,1,1,1,0,0,259
16130,750,2,0,0,0,1,1,1,427
79894,27151,1,0,1,1,1,0,1,428
37895,3214,2,0,0,1,1,0,1,429
29874,2215,1,0,0,0,1,1,1,430
128597,28584,1,0,1,0,0,0,0,431
52725,12772,1,0,0,1,1,1,1,93
144282,29648,0,0,1,0,0,0,1,432
54282,12879,0,1,0,1,1,0,1,433
11251,415,2,0,0,1,1,0,1,193
20015,1244,1,0,0,1,1,0,1,254
83440,27240,1,0,0,1,1,1,1,434
35330,2500,1,0,0,1,1,0,1,435
4067,94,1,0,0,0,1,0,1,201
81015,27179,1,0,1,0,1,1,1,436
103025,27800,2,0,0,0,1,0,1,437
45916,12463,1,1,1,1,1,0,1,348
108952,27973,1,0,1,0,1,0,1,33
154291,31661,1,1,1,1,0,1,1,438
70662,13985,0,0,1,0,1,0,1,439
30205,2285,2,0,0,1,0,0,0,440
34345,2477,1,0,0,1,1,0,1,199
19887,1238,1,0,0,1,1,0,1,441
136554,28822,1,0,1,1,0,0,0,442
142540,29293,1,1,1,0,0,0,1,443
58889,13151,1,0,0,0,1,1,1,444
77389,27079,2,0,0,1,1,0,1,445
130260,28638,1,0,1,1,1,1,1,446
36740,2830,1,0,0,1,1,0,1,447
84914,27286,1,0,1,0,1,0,1,448
34128,2477,1,0,0,0,1,0,1,199
51001,12707,1,1,0,1,1,1,1,449
47370,12561,0,0,1,0,0,0,0,450
17201,841,1,1,0,1,1,1,1,290
77178,27075,1,0,0,0,1,1,1,270
103098,27801,1,1,0,1,1,1,1,451
123456,28422,2,0,0,1,0,0,0,452
157130,32226,1,1,0,1,0,0,1,453
52831,12774,0,0,1,1,1,0,0,454
716,13,1,0,0,1,0,0,1,455
32505,2460,2,0,0,0,1,1,1,10
102086,27777,1,0,1,0,1,0,1,456
23513,1428,1,0,0,1,1,1,1,457
83454,27240,2,0,0,1,1,1,1,434
90449,27441,1,0,1,0,1,0,1,458
137135,28838,1,1,0,0,1,1,1,459
141782,13253,1,1,1,0,0,0,1,460
48664,12618,1,0,1,1,1,0,1,163
2778,68,1,0,0,1,1,0,1,47
962,18,1,1,0,1,1,1,1,461
96297,27614,0,0,0,0,1,0,1,462
122950,28411,1,0,0,1,0,0,0,463
108285,27950,0,0,0,0,1,0,1,464
14733,637,1,0,0,1,1,0,1,465
107010,27909,1,0,0,1,1,1,1,70
117200,28235,1,0,0,1,1,1,1,466
30138,2282,2,0,0,0,1,1,1,82
133590,28740,1,0,1,1,1,0,1,467
24503,1571,1,0,0,0,1,0,1,419
122397,28397,2,0,0,1,1,0,1,468
141539,29093,1,0,0,1,0,1,1,469
86571,27339,0,1,0,1,0,0,0,470
69541,13906,0,0,1,1,0,0,1,471
58885,13151,1,0,0,0,1,1,1,444
152908,31392,0,1,0,0,0,0,1,472
111613,28067,1,0,0,1,1,1,1,473
9742,371,1,0,1,0,1,0,0,474
11252,415,2,0,0,1,1,0,1,193
30478,2336,2,0,0,0,1,1,1,475
53380,12806,0,0,1,1,0,0,0,476
72449,14094,1,0,1,0,1,0,1,477
67040,13592,0,0,1,1,0,0,0,478
82375,27213,2,0,0,0,1,0,0,479
144824,29752,0,0,1,1,0,0,1,480
115192,28180,1,0,0,0,1,1,1,481
76622,27058,1,0,0,1,1,1,1,124
78586,27109,1,0,0,0,1,1,1,482
134145,28756,1,0,0,1,1,1,1,483
20305,1244,1,0,0,0,1,0,1,254
101498,27763,1,0,1,1,1,0,1,484
69312,13892,1,0,1,0,1,0,1,20
52946,12781,1,1,1,0,0,0,0,29
116565,28216,1,0,0,0,1,0,1,485
69175,13890,0,0,1,0,1,0,1,486
35726,2538,1,1,0,1,1,0,1,487
95626,27583,1,0,0,1,0,0,0,488
62008,13319,0,0,0,0,1,0,0,369
123179,28417,1,0,0,1,1,1,0,489
151479,31095,0,0,1,0,0,0,1,490
105852,27877,1,1,0,1,1,0,1,491
133139,28724,2,0,0,1,1,0,0,492
53303,12804,1,0,1,1,1,0,1,413
100818,27743,1,0,0,0,1,1,0,493
108931,27972,1,0,1,1,1,1,1,9
18240,1001,0,0,0,0,1,0,1,494
44271,12048,0,0,1,1,0,0,0,495
69943,13940,0,1,1,1,1,0,1,496
87258,27356,1,0,0,0,1,0,1,85
66379,13532,1,0,0,0,1,0,1,497
120957,28350,0,0,1,1,1,0,1,498
77396,27079,2,0,0,1,1,0,1,445
94807,27559,1,0,0,1,1,1,0,499
119601,28305,0,0,1,1,1,0,1,500
54941,12909,1,0,0,0,1,0,1,105
26762,1825,2,0,0,1,1,0,1,43
106005,27882,0,0,1,1,1,0,1,403
142752,29336,0,0,0,0,0,0,1,501
33342,2465,0,0,1,0,1,0,1,102
53406,12807,1,1,1,1,1,0,1,347
107448,27922,0,1,0,1,1,0,1,502
136046,28809,1,1,0,1,0,0,1,154
130806,28654,0,0,0,1,0,0,0,503
128243,28570,1,0,0,1,1,1,1,504
36341,2683,2,0,0,0,1,1,0,379
75036,27014,1,0,1,0,1,0,1,505
76589,27058,1,0,0,0,1,1,1,124
150556,30907,0,0,0,1,0,0,1,506
148494,30489,0,0,0,1,0,0,1,507
83772,27250,1,0,0,1,1,0,1,508
15541,743,1,0,0,0,1,1,1,117
16452,776,0,0,0,1,1,0,1,207
27915,1826,1,0,0,1,1,0,1,172
2632,68,1,0,0,1,1,0,1,47
146120,30009,0,0,0,1,0,0,1,509
7804,304,1,0,0,0,1,1,1,30
130670,28650,1,1,1,1,1,0,1,69
73032,14143,0,0,1,1,1,0,0,510
